"","text","date","topic","sentiment","country","city_ascii","lat","lng"
"787","#Google thnx for banning #Huawei for using #Android. Its time to see another operating system soon. https://t.co/ttJ8Mzmimm","2019/5/22",1,0,"Gibraltar","Gibraltar",36.1324,-5.3781
"788","@manpageman @ssharwood Actually I don't believe Google can restrict access to the open source component of android at all. They can restrict access to the Googley stuff around it like the play store. Huawei could always continue taking security fixes and patches from upstream.","2019/5/22",2,0.075283676,"China","Linhai",28.85,121.12
"789","https://t.co/SvfvKQmfTa Uh-oh. #Huawei","2019/5/22",3,0,"Iraq","Ad Diwaniyah",31.9889,44.924
"790","'Plan B': Huawei's operating system headache after Android ban

Google's decision to partially cut off Huawei devices from its Android operating system has presented the Chinese tech titan with one of its most dramatic challenges yet: how to keep up with the competition if i_","2019/5/22",1,-0.372677996,"United States","Pittsburgh",40.4396,-79.9763
"791","Google has more control over Android than we realize, and right now, companies like Huawei have no other choice but to accept that (GOOG, GOOGL) https://t.co/P0JEInwzzO","2019/5/22",4,-0.264896886,"United States","Signal Mountain",35.1448,-85.3457
"792","Huawei gets banned from doing business with any US-based company. Read in detail about the consequences here.
https://t.co/D5AJ31TaMo
#Huawei #HuaweiForever #huaweiban #Google #Trump #technology #technews #smartphones #HONOR20Series #Trending #wednesdaythoughts https://t.co/Mz6azaoNZV","2019/5/22",2,-0.103987581,"India","Cuddalore",11.7204,79.77
"793","FOX BIZ NEWS: Google halts plans to bar Huawei__ access to some Android services, report says https://t.co/kDs5YdQQIt","2019/5/22",1,0,"Ghana","Tamale",9.4004,-0.84
"794","'Plan B': Huawei's operating system headache after Android ban: Google___ https://t.co/XqZWUiV76b https://t.co/LqI9wCP58I","2019/5/22",1,-0.21821789,"Ireland","Tallaght",53.2878,-6.3411
"795","@TODAYonline The action by U.S dictator Trump forcing Google to withdraw Android services from HUAWEI sets a dangerous precedent that commands condemnation from the International community.  86% of the mobile market use Android.  What APPLE competitor next does Trump want to destroy?","2019/5/22",2,-0.182136721,"United States","Pflugerville",30.4528,-97.6022
"796","So buying a Huawei phone from now it__ a huge no.
Even if Huawei builds their own OS, and App Store, will be a hard task to make people use another Android form that__ not from Google or based on google services like playstore, YouTube and so so. https://t.co/e50cysN6CW","2019/5/22",2,0,"China","Fuan",27.0704,119.62
"797","#Google cuts off #Huawei _ Loses Play Store, Gmail and Android security updates
https://t.co/wKwJ4c8J2b","2019/5/22",2,-0.286769667,"France","Aix-en-Provence",43.52,5.45
"798","ZTE also trade with Iran past years ago, but the outcome is ZTE finned for 1.2billion USD by United State Government. In view of trade war between China - US, by cutting Huawei access to using Google Android is a plus point for United State Political ""Make American Great Again""","2019/5/22",1,0.080362896,"United States","Garden Grove",33.7787,-117.9601
"799","Huawei__ use of Android restricted by Google https://t.co/3FxSsD41me","2019/5/22",1,-0.144337567,"United States","DeRidder",30.8467,-93.2931
"800","@dead_eye11 So Huawei mobiles ki sale grow kr rhi thi or usne Apple( American Company) ko peeche chor diya to American president Trump ne ye kaha k China Huawei k through sb pe nazar rkhta ha(spying) so he ordered Google to stop contributing with Huawei or Google or Android ne Huawei se","2019/5/22",2,-0.095257934,"United States","Washington",38.9047,-77.0163
"801","Google to Restrict Huawei From Android Operating System https://t.co/kNmBDaemaL","2019/5/22",1,-0.216506351,"Indonesia","Yogyakarta",-7.78,110.375
"802","What did Huawei do to land in such hot water with the US? https://t.co/NaNVbEdarq #Huawei #USA #Google #Android https://t.co/Ggloe18ukE","2019/5/22",1,-0.034668762,"China","Heze",35.23,115.45
"803","Huawei is not allowed to do any business with US companies, and Google is pulling their Android licenses.
To say that Huawei will stop using Android Anytime soon and that__ a blow.","2019/5/22",4,-0.106904497,"United States","South Miami",25.7078,-80.2952
"804","@tzekay @elysee_19 @HennySchX @ashenk0 @Ms_Deliciousss @UsmanAr91779103 @MKBHD Nope Google allows Huawei to modify everything in their Android OS according to their open source agreement once they use Google cant control what they put in OS and what they dont","2019/5/22",4,0.079056942,"Japan","Tomakomai",42.6504,141.55
"805","Huawei Considers Rivals to Google's Android After U.S. Ban - Bloomberg 

#Tech #TechTrends #techforgood #technologies #Technology #Innovation #news #industry #tech #companies #information #solutions #development #trends
https://t.co/yBF89mOfje","2019/5/22",1,0.136386181,"Indonesia","Waingapu",-9.6582,120.253
"806","Google blocks Huawei access to Android updates after blacklisting - Guardian
https://t.co/t3xNvgCTNZ","2019/5/22",2,-0.129099445,"United Kingdom","Cardiff",51.5,-3.225
"807","NewsATW
'Plan B': Huawei's operating system headache after Android ban

Google__ decision to partially cut off Huawei devices from its Android operating system has presented the Chinese tech titan with one of its most dramatic challenges yet: how to keep up with the competit...","2019/5/22",1,-0.339200263,"China","Gannan",47.9204,123.51
"808","@thehassanian I tot like this but it might Be a bit difficult for  @Huawei . Imagine having a fone with a new os  not android that is  Google play, Gmail and all other features won't be there. Google has in a way dominated the world... Now how do you get used to a phone without all features?","2019/5/22",2,-0.040659052,"India","Jaipur",26.9211,75.81
"809","Because China is using Huawei as a channel to spy on other countries, as alleged by the US.

BBC News - Huawei's use of Android restricted by Google https://t.co/9YKxJOuuyr","2019/5/22",1,-0.069337525,"China","Fengjie",31.0504,109.5167
"810","#Google  made a biggest mistake by banning #huawei for using #Android now Google has it's only competitor. 
China already built search engines, Facebook, and other things by own and Now #iPhone vs Huwaei war has been started . As Nation #China  is more mobilized than #USA","2019/5/22",1,-0.097901706,"Japan","Morioka",39.72,141.13
"811","Anyone who currently owns a #Huawei handset will still be able to download app updates provided by Google. However, as it stands, future Huawei handsets will not include proprietary apps and services from Google__or example, YouTube, Maps, or Gmail. #update #android #smartphone https://t.co/VXRQlGdIiN","2019/5/22",2,-0.049746834,"India","Dhanbad",23.8004,86.42
"812","@KobbyMingz nope they can__ because they are american companies. the executive order renders huawei incapable of doing business with every american company. google is in the news because of android. but yeah, every american company.","2019/5/22",1,-0.052003143,"Iran","Tabriz",38.0863,46.3012
"813","According to Bloomberg @Huawei is readying 50 million apps to enrich its own APPSTORE named APP GALLERY to compete with the rival #Google further making its OS robust, scalable, compatible with every single app that runs on #Android @HuaweiFacts @HuaweiMobile @MrEddieHuang https://t.co/hPjLScmTpS","2019/5/22",2,0.286435777,"China","Danjiangkou",32.52,111.5
"814","Published by https://t.co/x8OWJKbU1H
Huawei Android ban: Time for Honor to rise to the... https://t.co/GPfidV7hEc https://t.co/FZ4o3TqXle","2019/5/22",2,0.058925565,"Canada","Swift Current",50.2837,-107.7666
"815","10 things in tech you need to know today
https://t.co/zIpbsqCRtc

Good morning! This is the tech news you need to know this Wednesday.
Google has offered Huawei a brief reprieve by putting its Android suspension on hol... https://t.co/QsnvTR7ZRd","2019/5/22",2,0.016703828,"Canada","Kenora",49.7667,-94.4666
"816","Samsung's new 5x zoom camera may go in its 'most creative' 2019 phone instead of Note 10 https://t.co/iYfP8mYd9h

If Huawei's access to Google services on Android ultimately gets blocked after the three-month ""stay"" of the White House executive order pa_ https://t.co/VqQqB8exrL","2019/5/22",2,0.114285714,"United States","Pigeon Forge",35.7977,-83.5623
"817","Huawei P30 PRO brings some cool __ features that was liked by may youtubers 
..check out full specifications at https://t.co/NP5aZNnn5G link in bio
.

.
#smartphones #tech #huawei #p30pr#android #androidonly #google_ https://t.co/eNXn3v53sc","2019/5/22",1,0.121340668,"United States","Minot",48.2374,-101.278
"818","Google Restricts Huawei's Use of Android
#google #android #Huawei #honor #honor20pro 

Please share the video for all the watch and enjoy!!

https://t.co/VjSrWtggHQ

@google @Huawei","2019/5/22",1,0.474371594,"United States","Clermont",28.5403,-81.7296
"819","After Google announced yesterday that it was halting business with the Chinese tech giant Huawei _ following the US decision to blacklist the company _ owners of Huawei phones wondered what would happen to their device.

  https://t.co/SwEbDpyKQD","2019/5/22",1,-0.034299717,"United States","Bluefield",37.2605,-81.2155
"820","Google doesn't make money directly on Android. But cutting off Huawei could cost it money anyway- WSJ https://t.co/1IwE6zP4WT","2019/5/22",1,-0.038389342,"United States","Oakland",37.7903,-122.2165
"821","I think Google made the biggest mistake by suspending Huawei from Android updates &amp; future devices access to its services. Google had no competition apart from IOS, but now they created one.
They must prepare for it because it might be bigger, better &amp; cheaper.

China don__ play.","2019/5/22",2,0.107857218,"Guinea-Bissau","Fulacunda",11.773,-15.195
"822","Huawei and the Trump debacle: The story so far https://t.co/agk3HhfhVj","2019/5/22",1,-0.160356745,"United States","Marianna",30.7907,-85.23
"823","NEWS: GOOGLE CUTS TIES WITH HUAWEI, BLOCKS ANDROID APPS UPDATES. https://t.co/zrH9iKPxvR via @themanilatimes","2019/5/22",1,-0.206155281,"India","Ahmedabad",23.0301,72.58
"824","So Google had to comply which meant Google had to cut ties with Huawei, revoke their Android licenses and now can't sell any software to Huawei... But in simple terms what does it mean for those who have already bought Huawei phones and for those who will buy em?","2019/5/22",2,-0.098058068,"United States","Oakland",41.0313,-74.2408
"825","So then the trade war escalated and the US govt signed an executive order that added Huawei to a blacklist of companies that US companies are restricted from doing any business with,  an effectively in comes Google, they make Android and Huawei phones run on Android","2019/5/22",1,-0.073720978,"United States","New York",40.6943,-73.9249
"826","So summary of the huawei /Google n Android issue. 1st it's pronounced wah-whey.... they are a huge tech company based in China that makes and sells networking equipment, computers, smartphones n they are the 2nd largest smartphone vender in the world after Samsung, Apple is 3rd","2019/5/22",2,-0.111111111,"China","Shanghai",31.2165,121.4365
"827","Most commented on Runet are posts about Huawei-Trump war: is it over for Chinese or not just yet. Russians tend to agree @Google just created formidable rival to @android 
https://t.co/yxBNHnK4fb","2019/5/22",1,-0.11257472,"United Kingdom","Wakefield",53.7,-1.4833
"828","Brits are scrambling to sell their Huawei phones, following the news that Google will block Android updates on Huawei phones. The move is designed to comply with US order blacklisting the Chinese firm, as part of an ongoing trade war between the two countries.

#trending #news https://t.co/GduLziK26v","2019/5/22",2,-0.032073567,"United States","Seneca",34.6816,-82.9609
"829","@shizukaa_ Google na Android licence cancel kr deya Huawei k sath.
Current users k leya koi issue nahe. Issue unka leya hai jo future me Huawei ka phone lainga","2019/5/22",2,-0.301869775,"United States","Duquesne",40.3732,-79.8501
"830","Google__ blacklisting of Huawei could jeopardize its smartphone business beyond China. https://t.co/n8QmIZd76L","2019/5/22",1,-0.075377836,"Japan","Niigata",37.92,139.04
"831","Huawei__ OS Internally Named __roject Z_; New Report Suggests That Company__ Dependency on Google__ Android May Last a Long Time: https://t.co/gMY8rN4Ecg","2019/5/22",4,0.107863874,"United States","Mequon",43.2352,-87.9838
"832","Google puts Huawei Android suspension on hold _ Business Insider https://t.co/dtcRwIlElX","2019/5/22",2,-0.138675049,"United States","Walled Lake",42.538,-83.4786
"833","FCC Commissioner Geoffrey Starks talks Huawei and net neutrality on The Vergecast https://t.co/UnyyKSbJUC","2019/5/22",3,0,"China","Meizhou",24.3005,116.12
"834","Google has more control over Android than we realize, and right now, companies like Huawei have no other choice but to accept that (GOOG, GOOGL) https://t.co/pjxH0KY7jB","2019/5/22",4,-0.260589333,"India","Mirzapur",25.1454,82.57
"835","Top U.S. tech companies begin to cut off vital Huawei supplies https://t.co/T8AG6tyO1M https://t.co/xAoheV2sAi","2019/5/22",1,0.234742767,"United States","New York",40.6943,-73.9249
