,id,title,original_title,homepage,original_language,overview,tagline,popularity,release_date,runtime,status,vote_count,vote_average,budget,revenue
46,127585,X-Men: Days of Future Past,X-Men: Days of Future Past,http://www.x-menmovies.com/,en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past �?to save our future.,"To save the future, they must alter the past",118.078691,2014/5/15,131,Released,6032,7.5,250000000,747862775
146,80321,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,,en,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.","Six years ago, they disappeared without a trace. Next summer, they finally resurface.",44.989192,2012/6/6,93,Released,1808,6.4,145000000,746921274
72,297761,Suicide Squad,Suicide Squad,http://www.suicidesquad.com/,en,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",Worst Heroes Ever,90.23792,2016/8/2,123,Released,7458,5.9,175000000,745000000
34,62211,Monsters University,Monsters University,,en,A look at the relationship between Mike and Sulley during their days at Monsters University �?when they weren't necessarily the best of friends.,School never looked this scary.,89.186492,2013/6/20,104,Released,3528,7,200000000,743559607
125,604,The Matrix Reloaded,The Matrix Reloaded,,en,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",Free your mind.,70.78591,2003/5/15,138,Released,3443,6.7,150000000,738599701
66,14160,Up,Up,http://disney.go.com/disneypictures/up/,en,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",,92.201962,2009/5/13,96,Released,6870,7.7,175000000,735099082
239,49047,Gravity,Gravity,http://gravitymovie.warnerbros.com/,en,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",Don't Let Go,110.153618,2013/9/27,91,Released,5751,7.3,105000000,716392705
85,100402,Captain America: The Winter Soldier,Captain America: The Winter Soldier,http://www.captainamericathewintersoldiermovie.com,en,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.",In heroes we trust.,72.225265,2014/3/20,136,Released,5764,7.6,170000000,714766572
82,119450,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,http://www.dawnofapes.com/,en,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",One last chance for peace.,243.791743,2014/6/26,130,Released,4410,7.3,170000000,710644566
898,18239,The Twilight Saga: New Moon,The Twilight Saga: New Moon,http://www.twilightthemovie.com/,en,"Forks, Washington resident Bella Swan is reeling from the departure of her vampire love, Edward Cullen, and finds comfort in her friendship with Jacob Black, a werewolf. But before she knows it, she's thrust into a centuries-old conflict, and her desire to be with Edward at any cost leads her to take greater and greater risks.",The Next Chapter Begins.,94.815867,2009/3/15,130,Released,2436,5.6,50000000,709827462
111,1858,Transformers,Transformers,http://www.transformersmovie.com/,en,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots �?the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",Their war. Our world.,25.468493,2007/6/27,144,Released,4040,6.6,150000000,709709780
38,102382,The Amazing Spider-Man 2,The Amazing Spider-Man 2,http://www.theamazingspiderman.com,en,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",No more secrets.,89.270217,2014/4/16,142,Released,4179,6.5,200000000,705717432
612,24021,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,http://eclipsethemovie.com,en,"Bella once again finds herself surrounded by danger as Seattle is ravaged by a string of mysterious killings and a malicious vampire continues her quest for revenge. In the midst of it all, she is forced to choose between her love for Edward and her friendship with Jacob, knowing that her decision has the potential to ignite the ageless struggle between vampire and werewolf. With her graduation quickly approaching, Bella is confronted with the most important decision of her life.",It all begins ... With a choice.,107.069763,2010/6/23,124,Released,2301,5.8,68000000,698491347
153,56292,Mission: Impossible - Ghost Protocol,Mission: Impossible - Ghost Protocol,http://www.missionimpossible.com/,en,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",No Plan. No Backup. No Choice.,77.77477,2011/12/7,133,Released,3972,6.8,145000000,694713380
426,70160,The Hunger Games,The Hunger Games,http://www.thehungergames.movie/,en,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes�?must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",May The Odds Be Ever In Your Favor.,68.550698,2012/3/12,142,Released,9455,6.9,75000000,691210692
134,177677,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,http://www.missionimpossible.com,en,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",Desperate Times. Desperate Measures.,114.522237,2015/7/23,131,Released,3224,7.1,150000000,682330139
809,13,Forrest Gump,Forrest Gump,,en,"A man with a low IQ has accomplished great things in his life and been present during significant historic events - in each case, far exceeding what anyone imagined he could do. Yet, despite all the things he has attained, his one true love eludes him. 'Forrest Gump' is the story of a man who rose above his challenges, and who proved that determination, courage, and love are more important than ability.","The world will never be the same, once you've seen it through the eyes of Forrest Gump.",138.133331,1994/7/6,142,Released,7927,8.2,55000000,677945399
