,id,title,production_companies
557,11619,Flushed Away,Aardman Animations
558,11619,Flushed Away,DreamWorks Animation
559,266647,Pan,Warner Bros.
560,266647,Pan,Moving Picture Company (MPC)
561,266647,Pan,Berlanti Productions
562,266647,Pan,RatPac-Dune Entertainment
563,82703,Mr. Peabody & Sherman,Pacific Data Images (PDI)
564,82703,Mr. Peabody & Sherman,DreamWorks Animation
565,82703,Mr. Peabody & Sherman,Classic Media Productions
566,82703,Mr. Peabody & Sherman,Bullwinkle Studios
567,652,Troy,Plan B Entertainment
568,652,Troy,Warner Bros.
569,652,Troy,Nimar Studios
570,652,Troy,Radiant Productions
571,652,Troy,Helena Productions
572,652,Troy,Latina Pictures
573,80321,Madagascar 3: Europe's Most Wanted,DreamWorks Animation
574,36669,Die Another Day,Eon Productions
575,43074,Ghostbusters,Columbia Pictures
576,43074,Ghostbusters,Village Roadshow Pictures
577,43074,Ghostbusters,"Montecito Picture Company, The"
578,43074,Ghostbusters,LStar Capital
579,43074,Ghostbusters,Feigco Entertainment
580,43074,Ghostbusters,Pascal Pictures
581,43074,Ghostbusters,Ghostcorps
582,95,Armageddon,Jerry Bruckheimer Films
583,95,Armageddon,Touchstone Pictures
584,95,Armageddon,Valhalla Motion Pictures
585,608,Men in Black II,Columbia Pictures
586,608,Men in Black II,Amblin Entertainment
587,608,Men in Black II,Columbia Pictures Corporation
588,608,Men in Black II,Parkes+MacDonald Image Nation
589,2310,Beowulf,Paramount Pictures
590,2310,Beowulf,Shangri-La Entertainment
591,2310,Beowulf,ImageMovers
592,2310,Beowulf,Paramount Animation
593,140300,Kung Fu Panda 3,Twentieth Century Fox Film Corporation
594,140300,Kung Fu Panda 3,DreamWorks Animation
595,140300,Kung Fu Panda 3,China Film Co.
596,140300,Kung Fu Panda 3,Oriental DreamWorks
597,56292,Mission: Impossible - Ghost Protocol,Paramount Pictures
598,56292,Mission: Impossible - Ghost Protocol,Skydance Productions
599,56292,Mission: Impossible - Ghost Protocol,Bad Robot
600,56292,Mission: Impossible - Ghost Protocol,TC Productions
601,56292,Mission: Impossible - Ghost Protocol,Revolution Sun Studios
602,56292,Mission: Impossible - Ghost Protocol,Kontsept Film Company
603,81188,Rise of the Guardians,DreamWorks Animation
604,7552,Fun with Dick and Jane,Imagine Entertainment
605,7552,Fun with Dick and Jane,Columbia Pictures Corporation
606,7552,Fun with Dick and Jane,JC 23 Entertainment
607,616,The Last Samurai,Cruise/Wagner Productions
608,616,The Last Samurai,Warner Bros.
609,616,The Last Samurai,Radar Pictures
610,616,The Last Samurai,"Bedford Falls Company, The"
611,147441,Exodus: Gods and Kings,Scott Free Productions
612,147441,Exodus: Gods and Kings,Chernin Entertainment
613,147441,Exodus: Gods and Kings,Babieka
614,147441,Exodus: Gods and Kings,Volcano Films
615,13475,Star Trek,Paramount Pictures
616,13475,Star Trek,Spyglass Entertainment
617,13475,Star Trek,Bad Robot
618,13475,Star Trek,MavroCine Pictures GmbH & Co. KG
619,557,Spider-Man,Columbia Pictures
620,557,Spider-Man,Marvel Enterprises
621,82702,How to Train Your Dragon 2,DreamWorks Animation
622,82702,How to Train Your Dragon 2,Mad Hatter Entertainment
623,205584,Gods of Egypt,Summit Entertainment
624,205584,Gods of Egypt,Mystery Clock Cinema
625,205584,Gods of Egypt,Thunder Road Pictures
626,205584,Gods of Egypt,TIK Films
627,205584,Gods of Egypt,Pyramania
628,10048,Stealth,Laura Ziskin Productions
629,10048,Stealth,Original Film
630,10048,Stealth,Columbia Pictures Corporation
631,10048,Stealth,Phoenix Pictures
632,10048,Stealth,AFG Talons Productions
633,13183,Watchmen,Paramount Pictures
634,13183,Watchmen,DC Comics
635,13183,Watchmen,Lawrence Gordon Productions
636,13183,Watchmen,Legendary Pictures
637,13183,Watchmen,Warner Bros.
638,13183,Watchmen,Cruel and Unusual Films
639,944,Lethal Weapon 4,Silver Pictures
640,944,Lethal Weapon 4,Donner/Shuler-Donner Productions
641,944,Lethal Weapon 4,Warner Bros.
642,1927,Hulk,Universal Pictures
643,1927,Hulk,Good Machine
644,1927,Hulk,Valhalla Motion Pictures
645,1927,Hulk,Marvel Enterprises
646,72559,G.I. Joe: Retaliation,Paramount Pictures
647,72559,G.I. Joe: Retaliation,Di Bonaventura Pictures
648,72559,G.I. Joe: Retaliation,Hasbro
649,72559,G.I. Joe: Retaliation,Skydance Productions
650,72559,G.I. Joe: Retaliation,Metro-Goldwyn-Mayer (MGM)
651,72559,G.I. Joe: Retaliation,Saints LA
652,7364,Sahara,Paramount Pictures
653,7364,Sahara,Bristol Bay Productions
654,7364,Sahara,Baldwin Entertainment Group
655,7364,Sahara,Desertlands Entertainment
656,7364,Sahara,Mace Neufeld Productions
657,7364,Sahara,Kanzaman
658,7364,Sahara,J.K. Livin Productions
659,7364,Sahara,Moguletta
660,7364,Sahara,Sahara Productions
661,7364,Sahara,Babelsberg Film
662,2114,Final Fantasy: The Spirits Within,Columbia Pictures
663,2114,Final Fantasy: The Spirits Within,Square USA
664,2114,Final Fantasy: The Spirits Within,Chris Lee Productions
665,1771,Captain America: The First Avenger,Marvel Studios
666,36643,The World Is Not Enough,Eon Productions
667,36643,The World Is Not Enough,Metro-Goldwyn-Mayer (MGM)
668,8619,Master and Commander: The Far Side of the World,Universal Pictures
669,8619,Master and Commander: The Far Side of the World,Twentieth Century Fox Film Corporation
670,8619,Master and Commander: The Far Side of the World,Samuel Goldwyn Films
671,8619,Master and Commander: The Far Side of the World,Miramax
672,50620,The Twilight Saga: Breaking Dawn - Part 2,Summit Entertainment
673,50620,The Twilight Saga: Breaking Dawn - Part 2,Sunswept Entertainment
674,50620,The Twilight Saga: Breaking Dawn - Part 2,Temple Hill Entertainment
675,65759,Happy Feet Two,Village Roadshow Pictures
676,65759,Happy Feet Two,Warner Bros.
677,65759,Happy Feet Two,Dr D Studios
678,65759,Happy Feet Two,Kennedy Miller Mitchell
679,1724,The Incredible Hulk,Universal Pictures
680,1724,The Incredible Hulk,Marvel Studios
681,1724,The Incredible Hulk,Valhalla Motion Pictures
682,1724,The Incredible Hulk,MVL Incredible Productions
683,267935,The BFG,Walt Disney Pictures
684,267935,The BFG,Amblin Entertainment
685,267935,The BFG,Reliance Entertainment
686,267935,The BFG,"Kennedy/Marshall Company, The"
687,267935,The BFG,Walden Media
688,281957,The Revenant,Regency Enterprises
689,281957,The Revenant,Appian Way
690,281957,The Revenant,CatchPlay
691,281957,The Revenant,Anonymous Content
692,281957,The Revenant,New Regency Pictures
693,281957,The Revenant,Hong Kong Alpha Motion Pictures Co.
694,281957,The Revenant,RatPac Entertainment
695,281957,The Revenant,M Productions
696,281957,The Revenant,Monarchy Enterprises S.a.r.l.
697,77950,Turbo,DreamWorks Animation
698,44896,Rango,Paramount Pictures
699,44896,Rango,Nickelodeon Movies
700,44896,Rango,GK Films
701,44896,Rango,Blind Wink
702,44896,Rango,Paramount Animation
703,270946,Penguins of Madagascar,DreamWorks Animation
704,2503,The Bourne Ultimatum,Universal Pictures
705,2503,The Bourne Ultimatum,The Kennedy/Marshall Company
706,2503,The Bourne Ultimatum,Ludlum Entertainment
707,2503,The Bourne Ultimatum,Motion Picture BETA Produktionsgesellschaft
708,2503,The Bourne Ultimatum,Bourne Again
709,9502,Kung Fu Panda,DreamWorks Animation
710,102899,Ant-Man,Marvel Studios
711,101299,The Hunger Games: Catching Fire,Lionsgate
712,101299,The Hunger Games: Catching Fire,Color Force
713,228161,Home,Twentieth Century Fox Film Corporation
714,228161,Home,DreamWorks Animation
715,74,War of the Worlds,Paramount Pictures
716,74,War of the Worlds,DreamWorks SKG
717,74,War of the Worlds,Cruise/Wagner Productions
718,74,War of the Worlds,Amblin Entertainment
719,8961,Bad Boys II,Columbia Pictures Corporation
720,8961,Bad Boys II,Don Simpson/Jerry Bruckheimer Films
721,417859,Puss in Boots,DreamWorks
722,27576,Salt,Columbia Pictures
723,27576,Salt,Di Bonaventura Pictures
724,27576,Salt,Relativity Media
725,27576,Salt,Wintergreen Productions
726,86834,Noah,Paramount Pictures
727,86834,Noah,Regency Enterprises
728,86834,Noah,Protozoa Pictures
729,86834,Noah,Disruption Entertainment
730,17578,The Adventures of Tintin,Paramount Pictures
731,17578,The Adventures of Tintin,Columbia Pictures
732,17578,The Adventures of Tintin,WingNut Films
733,17578,The Adventures of Tintin,Amblin Entertainment
734,17578,The Adventures of Tintin,Nickelodeon Movies
735,17578,The Adventures of Tintin,"Kennedy/Marshall Company, The"
736,17578,The Adventures of Tintin,Hemisphere Media Capital
737,673,Harry Potter and the Prisoner of Azkaban,1492 Pictures
738,673,Harry Potter and the Prisoner of Azkaban,Heyday films
739,673,Harry Potter and the Prisoner of Azkaban,Warner Bros.
740,6972,Australia,Bazmark Films
741,6972,Australia,Ingenious Film Partners
742,6972,Australia,Twentieth Century Fox Film Corporation
743,6972,Australia,Dune Entertainment III
744,6972,Australia,ScreenWest
745,82700,After Earth,Columbia Pictures
746,82700,After Earth,Blinding Edge Pictures
747,82700,After Earth,Overbrook Entertainment
748,10567,Dinosaur,Walt Disney Pictures
749,10567,Dinosaur,Walt Disney Feature Animation
750,181533,Night at the Museum: Secret of the Tomb,Twentieth Century Fox Film Corporation
751,181533,Night at the Museum: Secret of the Tomb,1492 Pictures
752,181533,Night at the Museum: Secret of the Tomb,21 Laps Entertainment
753,181533,Night at the Museum: Secret of the Tomb,Moving Picture Company (MPC)
754,181533,Night at the Museum: Secret of the Tomb,TSG Entertainment
755,38055,Megamind,DreamWorks Animation
756,671,Harry Potter and the Philosopher's Stone,1492 Pictures
757,671,Harry Potter and the Philosopher's Stone,Warner Bros.
758,671,Harry Potter and the Philosopher's Stone,Heyday Films
759,49524,R.I.P.D.,Universal Pictures
760,49524,R.I.P.D.,Original Film
761,49524,R.I.P.D.,Dark Horse Entertainment
762,22,Pirates of the Caribbean: The Curse of the Black Pearl,Walt Disney Pictures
763,22,Pirates of the Caribbean: The Curse of the Black Pearl,Jerry Bruckheimer Films
764,131631,The Hunger Games: Mockingjay - Part 1,Lionsgate
765,131631,The Hunger Games: Mockingjay - Part 1,Color Force
766,591,The Da Vinci Code,Columbia Pictures
767,591,The Da Vinci Code,Imagine Entertainment
768,591,The Da Vinci Code,Skylark Productions
769,591,The Da Vinci Code,Government of Malta
770,172385,Rio 2,Blue Sky Studios
771,172385,Rio 2,Twentieth Century Fox Animation
772,36658,X2,Twentieth Century Fox Film Corporation
773,36658,X2,Donners' Company
774,36658,X2,Bad Hat Harry Productions
775,36658,X2,Marvel Enterprises
776,36658,X2,XM2 Productions
777,36658,X2,XF2 Canada Productions
778,51497,Fast Five,Universal Pictures
779,51497,Fast Five,Original Film
780,51497,Fast Five,One Race Productions
781,58574,Sherlock Holmes: A Game of Shadows,Village Roadshow Pictures
782,58574,Sherlock Holmes: A Game of Shadows,Silver Pictures
783,58574,Sherlock Holmes: A Game of Shadows,Lin Pictures
784,58574,Sherlock Holmes: A Game of Shadows,Warner Bros.
785,58574,Sherlock Holmes: A Game of Shadows,Wigram Productions
786,18823,Clash of the Titans,The Zanuck Company
787,18823,Clash of the Titans,Legendary Pictures
788,18823,Clash of the Titans,Thunder Road Pictures
789,18823,Clash of the Titans,Warner Bros.
790,18823,Clash of the Titans,Moving Picture Company (MPC)
791,861,Total Recall,TriStar Pictures
792,861,Total Recall,Carolco Pictures
793,861,Total Recall,Carolco International N.V.
794,1911,The 13th Warrior,Touchstone Pictures
795,49040,The Bourne Legacy,Universal Pictures
796,49040,The Bourne Legacy,Dentsu
797,49040,The Bourne Legacy,Relativity Media
798,49040,The Bourne Legacy,"Kennedy/Marshall Company, The"
799,49040,The Bourne Legacy,Captivate Entertainment
800,415,Batman & Robin,PolyGram Filmed Entertainment
801,415,Batman & Robin,Warner Bros.
802,8871,How the Grinch Stole Christmas,Imagine Entertainment
803,8871,How the Grinch Stole Christmas,Universal Pictures
804,435,The Day After Tomorrow,Lions Gate Films
805,435,The Day After Tomorrow,Twentieth Century Fox Film Corporation
806,435,The Day After Tomorrow,Centropolis Entertainment
807,435,The Day After Tomorrow,Mark Gordon Productions
808,435,The Day After Tomorrow,Mel's Cite du Cinema
809,955,Mission: Impossible II,Paramount Pictures
810,955,Mission: Impossible II,Cruise/Wagner Productions
811,955,Mission: Impossible II,Munich Film Partners & Company (MFP) MI2 Productions
812,2133,The Perfect Storm,Warner Bros.
813,2133,The Perfect Storm,Baltimore Spring Creek Productions
814,2133,The Perfect Storm,Radiant Productions
815,1979,Fantastic 4: Rise of the Silver Surfer,Ingenious Film Partners
816,1979,Fantastic 4: Rise of the Silver Surfer,Twentieth Century Fox Film Corporation
817,1979,Fantastic 4: Rise of the Silver Surfer,1492 Pictures
818,1979,Fantastic 4: Rise of the Silver Surfer,Dune Entertainment
819,1979,Fantastic 4: Rise of the Silver Surfer,Constantin Film Produktion
820,1979,Fantastic 4: Rise of the Silver Surfer,Bernd Eichinger Productions
821,1979,Fantastic 4: Rise of the Silver Surfer,Marvel Enterprises
822,87827,Life of Pi,Ingenious Film Partners
823,87827,Life of Pi,Ingenious Media
824,87827,Life of Pi,Dune Entertainment
825,87827,Life of Pi,Fox 2000 Pictures
826,87827,Life of Pi,Big Screen Productions
827,87827,Life of Pi,Haishang Films
828,1250,Ghost Rider,Columbia Pictures Corporation
829,1250,Ghost Rider,Relativity Media
830,1250,Ghost Rider,Michael De Luca Productions
831,1250,Ghost Rider,Marvel Enterprises
832,1250,Ghost Rider,Crystal Sky Pictures
833,1250,Ghost Rider,GH One
834,1250,Ghost Rider,Vengeance Productions Pty. Ltd.
835,324668,Jason Bourne,The Kennedy/Marshall Company
836,324668,Jason Bourne,Captivate Entertainment
837,324668,Jason Bourne,Pearl Street Films
838,324668,Jason Bourne,Double Negative
839,324668,Jason Bourne,Perfect World (Beijing) Pictures Co.
840,9471,Charlie's Angels: Full Throttle,Columbia Pictures
841,9471,Charlie's Angels: Full Throttle,Wonderland Sound and Vision
842,9471,Charlie's Angels: Full Throttle,Tall Trees Productions
843,9471,Charlie's Angels: Full Throttle,Flower Films (II)
844,70981,Prometheus,Twentieth Century Fox Film Corporation
845,70981,Prometheus,Dune Entertainment
846,70981,Prometheus,Scott Free Productions
847,70981,Prometheus,Brandywine Productions
848,10996,Stuart Little 2,Columbia Pictures
849,10996,Stuart Little 2,Sony Pictures Entertainment
850,68724,Elysium,TriStar Pictures
851,68724,Elysium,Media Rights Capital
852,68724,Elysium,Sony Pictures Entertainment (SPE)
853,68724,Elysium,QED International
854,68724,Elysium,Alpha Core
855,68724,Elysium,Genre Films
856,68724,Elysium,Simon Kinberg Productions
857,2789,The Chronicles of Riddick,One Race Films
858,2789,The Chronicles of Riddick,Radar Pictures
859,97020,RoboCop,Columbia Pictures
860,97020,RoboCop,Strike Entertainment
861,97020,RoboCop,Metro-Goldwyn-Mayer (MGM)
862,7459,Speed Racer,Village Roadshow Pictures
863,7459,Speed Racer,Studio Babelsberg
864,7459,Speed Racer,Anarchos Productions
865,7459,Speed Racer,Silver Pictures
866,7459,Speed Racer,Warner Bros.
867,7459,Speed Racer,Velocity Productions
868,42888,How Do You Know,Columbia Pictures
869,42888,How Do You Know,Gracie Films
870,42888,How Do You Know,Road Rebel
871,37834,Knight and Day,Tree Line Films
872,37834,Knight and Day,Twentieth Century Fox Film Corporation
873,37834,Knight and Day,Dune Entertainment
874,37834,Knight and Day,Regency Enterprises
875,37834,Knight and Day,Pink Machine
876,75612,Oblivion,Universal Pictures
877,75612,Oblivion,Chernin Entertainment
878,75612,Oblivion,Relativity Media
879,75612,Oblivion,Monolith Pictures (III)
880,75612,Oblivion,Radical Studios
881,1895,Star Wars: Episode III - Revenge of the Sith,Lucasfilm
882,1894,Star Wars: Episode II - Attack of the Clones,Lucasfilm
883,585,"Monsters, Inc.",Walt Disney Pictures
884,585,"Monsters, Inc.",Pixar Animation Studios
885,76170,The Wolverine,Twentieth Century Fox Film Corporation
886,76170,The Wolverine,Donners' Company
887,76170,The Wolverine,Marvel Entertainment
888,76170,The Wolverine,Bad Hat Harry Productions
889,76170,The Wolverine,Big Screen Productions
890,76170,The Wolverine,TSG Entertainment
891,1893,Star Wars: Episode I - The Phantom Menace,Lucasfilm
892,49519,The Croods,DreamWorks Animation
893,2395,Asterix at the Olympic Games,Constantin Film
894,2395,Asterix at the Olympic Games,TF1 Films Productions
895,2395,Asterix at the Olympic Games,Pathé Renn Productions
896,2395,Asterix at the Olympic Games,La Petite Reine
897,2395,Asterix at the Olympic Games,Tri Pictures
898,2395,Asterix at the Olympic Games,Sorolla Films
899,2395,Asterix at the Olympic Games,Novo RPI
900,2395,Asterix at the Olympic Games,Canal+
901,2395,Asterix at the Olympic Games,uFilm
902,2395,Asterix at the Olympic Games,Canal+ España
903,2395,Asterix at the Olympic Games,Le Tax Shelter du Gouvernement Fédéral de Belgique
904,2395,Asterix at the Olympic Games,Les Editions Albert René
905,12100,Windtalkers,Lion Rock Productions
906,12100,Windtalkers,Metro-Goldwyn-Mayer (MGM)
907,290595,The Huntsman: Winter's War,Universal Pictures
908,290595,The Huntsman: Winter's War,Perfect World Pictures
909,290595,The Huntsman: Winter's War,Roth Films
910,98566,Teenage Mutant Ninja Turtles,Paramount Pictures
911,98566,Teenage Mutant Ninja Turtles,Nickelodeon Movies
